source_image,entry_type,volume_or_year_greek,volume_or_year_english,subsection_greek,subsection_english,author_greek,author_english,normalized_author,editor_translator,title_greek,title_english,page_numbers,lecture_count,disciplines,needs_review,primary_disciplines,processed,row_id,insufficient_information,aboutness_topic,period_covered,place_covered,genre,discipline,model,input_tokens,output_tokens
image_0230_left.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix to Volume 28. Works of the Biological Committee for the years 1889-1902,Ἀν. Χρηστίδου.,An. Christidou.,An. Christidis,,Αἱμορραγικαὶ ἑστίαι ἐνδοκάρδιοι ἐπὶ αἱμορραγικῆς πορφύρας.,Endocardial hemorrhagic foci in hemorrhagic purpura.,σ. 59,,"Medicine, Cardiology",False,Medicine,True,640,False,endocardial hemorrhagic foci found in cases of hemorrhagic purpura,none,none,original_research,"Medicine, Cardiology",claude-sonnet-5,2189,198
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Ἀν. Χρηστίδου.,An. Christidou.,An. Christidis,,Σχέσεις τῶν διαφόρων μικροβίων,Relations of various microbes,62,,"Medicine, Biology, Science, Natural Sciences",False,"Medicine, Natural & Exact Science",True,641,False,relationships between different types of microbes,none,none,original_research,Biology,claude-sonnet-5,2137,173
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Δελλαγραμμάτικα.,Dellagrammatika.,Dellagrammatika,,Περίπτωσις νεφρολιθιάσεως,Case of nephrolithiasis,65,,Medicine,False,Medicine,True,642,False,a clinical case of kidney stone disease,none,none,original_research,Medicine,claude-sonnet-5,2139,177
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Ἀν. Χρηστίδου.,An. Christidou.,An. Christidis,,Καρκίνος τῶν τραχειοβρογχικῶν ἀδένων,Cancer of the tracheobronchial glands,65,,Medicine,False,Medicine,True,643,False,a medical case study on cancer of the tracheobronchial glands,none,none,original_research,Medicine,claude-sonnet-5,2151,184
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Α. Ἀντίπα.,A. Antipa.,A. Antipa,,Ἀποστήματα τοῦ ἥπατος,Liver abscesses,68,,Medicine,False,Medicine,True,644,False,liver abscesses (medical condition),none,none,original_research,Medicine,claude-sonnet-5,2133,176
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Π. Παπανικολάου.,P. Papanikolaou.,P. Papanikolaou,,Ἀντανακλαστικὸς λαρυγγόσπασμος,Reflex laryngospasm,70,,"Medicine, Physiology, Science",False,"Medicine, Natural & Exact Science",True,645,False,a medical/physiological study of reflex laryngospasm,none,none,original_research,"Medicine, Physiology",claude-sonnet-5,2145,187
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Α. Τράντα καὶ Ἀν. Γαβριηλίδου.,A. Tranta and An. Gavriilidou.,A. Tranta and An. Gavriilidou,,Διαφωτισμὸς τῶν τοιχωμάτων τοῦ βολβοῦ,Illumination of the walls of the bulb,"71, 81",,"Medicine, Ophthalmology, Science",False,"Medicine, Natural & Exact Science",True,646,False,illumination/optical properties of the walls of the (eye) bulb - a biological research study,none,none,original_research,Biology,claude-sonnet-5,2165,190
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Ἀν. Γαβριηλίδου.,An. Gavriilidou.,An. Gavriilidis,,Ὁ βουβωνικὸς λοιμὸς κατὰ τοὺς βυζαντινοὺς χρόνους,The bubonic plague during the Byzantine times,78,,"Medicine, History, Byzantine Studies, Epidemiology, History of Medicine",False,"Byzantine Studies, History, Medicine, Public Health & Epidemiology",True,647,False,outbreaks of bubonic plague during the Byzantine era,byzantine,Byzantine Empire,original_research,"History of Medicine, Byzantine Studies, History",claude-sonnet-5,2170,209
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Δ. Μανουηλίδου.,D. Manouilidou.,D. Manouilidis,,Θεραπεία ἰσχιάδος διὰ τῆς μεθόδου Trombetta,Treatment of sciatica by the Trombetta method,84,,Medicine,False,Medicine,True,648,False,treatment of sciatica using the Trombetta method,none,none,original_research,Medicine,claude-sonnet-5,2160,180
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Ἀν. Χρηστίδου.,An. Christidou.,An. Christidis,,Περίπτωσις ἐντερικῆς στενώσεως μετὰ νεκροτομῆς,Case of intestinal stricture after autopsy,85,,"Medicine, Science",False,"Medicine, Natural & Exact Science",True,649,False,a clinical case of intestinal stricture examined by autopsy,none,none,original_research,Medicine,claude-sonnet-5,2158,184
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Π. Παπανικολάου.,P. Papanikolaou.,P. Papanikolaou,,Περίπτωσις κυστεώδους πολύποδος τῆς ρινός,Case of cystic polyp of the nose,87,,Medicine,False,Medicine,True,650,False,a clinical case of cystic polyp of the nose,contemporary,none,original_research,Medicine,claude-sonnet-5,2151,183
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Μ. Ψαλίδα.,M. Psalida.,M. Psalida,,Ἡ ὕπαρξις περιτυφλίτιδος ἄνευ σκωληκοειδίτιδος,The existence of perityphlitis without appendicitis,87,,Medicine,False,Medicine,True,651,False,a medical case/argument distinguishing perityphlitis from appendicitis,none,none,original_research,Medicine,claude-sonnet-5,2165,188
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Ἀν. Γαβριηλίδου,An. Gavriilidou,An. Gavriilidis,,Ἰατρικαὶ γνώσεις παρὰ βυζαντινοῖς συγγραφεῦσι,Medical knowledge among Byzantine writers,92,,"Medicine, History, Byzantine Studies, History of Medicine",False,"Byzantine Studies, History, Medicine",True,652,False,medical knowledge found in Byzantine writers' works,byzantine,none,original_research,"History of Medicine, Byzantine Studies",claude-sonnet-5,2166,196
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Π. Ἰατροπούλου.,P. Iatropoulou.,P. Iatropoulou,,Ἰνώδης ἀμφιβληστροειδῖτις ἐξ εἰσβολῆς τοῦ ἐγκεφαλονωτιαίου ὑγροῦ εἰς τὸν βυθὸν τοῦ ὀφθαλμοῦ,Fibrous retinitis from the invasion of cerebrospinal fluid into the fundus of the eye,102,,"Medicine, Ophthalmology",False,Medicine,True,653,False,a case of fibrous retinitis caused by cerebrospinal fluid entering the eye's fundus,none,none,original_research,"Medicine, Ophthalmology",claude-sonnet-5,2241,206
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Ἀν. Χρηστίδου,An. Christidou,An. Christidis,,Καρκίνος τῆς χοληδόχου κύστεως,Cancer of the gallbladder,107,,Medicine,False,Medicine,True,654,False,gallbladder cancer,none,none,original_research,Medicine,claude-sonnet-5,2140,172
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Α. Ἀντίπα.,A. Antipa.,A. Antipa,,Ἀκτινομυκίασις,Actinomycosis,109,,"Medicine, Biology, Natural Sciences",False,"Medicine, Natural & Exact Science",True,655,False,actinomycosis (a disease caused by Actinomyces bacteria),none,none,original_research,"Medicine, Biology",claude-sonnet-5,2126,193
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Ἀν. Γαβριηλίδου,An. Gavriilidou,An. Gavriilidis,,Περίπτωσις ἀκτινομυκητίτιδος τῆς παρειᾶς,Case of actinomycosis of the cheek,115,,"Medicine, Science",False,"Medicine, Natural & Exact Science",True,656,False,a clinical case of actinomycosis affecting the cheek,none,none,original_research,Medicine,claude-sonnet-5,2157,183
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Ἀν. Γαβριηλίδου,An. Gavriilidou,An. Gavriilidis,,Ἰατρικὴ καὶ ἰατροὶ κατὰ τοὺς βυζαντιακοὺς χρόνους,Medicine and doctors during the Byzantine times,117,,"Medicine, History, Byzantine Studies, History of Medicine",False,"Byzantine Studies, History, Medicine",True,657,False,medicine and physicians in the Byzantine period,byzantine,Byzantine Empire,survey_or_overview,"History of Medicine, Byzantine Studies",claude-sonnet-5,2173,205
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Π. Παπανικολάου.,P. Papanikolaou.,P. Papanikolaou,,Νέα θεραπεία τῆς ὀξείας μέσης ὠτίτιδος,New treatment of acute otitis media,121,,"Medicine, Science",False,"Medicine, Natural & Exact Science",True,658,False,a new treatment method for acute otitis media (middle ear infection),none,none,original_research,Medicine,claude-sonnet-5,2153,185
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Δ. Μανουηλίδου.,D. Manouilidou.,D. Manouilidis,,Ἐπήρεια τοῦ ἑλείου μιάσματος ἐπὶ τοῦ στομάχου,Influence of marsh miasma on the stomach,123,,"Medicine, Epidemiology, Physiology, Public Health",False,"Medicine, Public Health & Epidemiology",True,659,False,effects of marsh miasma (malarial swamp emanations) on the stomach,contemporary,none,original_research,"Medicine, History of Medicine, Biology",claude-sonnet-5,2166,205
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Ἀν. Χρηστίδου.,An. Christidou.,An. Christidis,,Περίπτωσις γρίππης μετὰ ἐγκεφαλικῶν ἀλλοιώσεων,Case of flu with cerebral alterations,125,,"Medicine, Neuroscience, Science",False,"Medicine, Natural & Exact Science, Psychology",True,660,False,a clinical case of influenza causing cerebral alterations,contemporary,none,original_research,Medicine,claude-sonnet-5,2161,185
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Γ. Τσιραγγέλου.,G. Tsirangelou.,G. Tsirangelou,,Περίπτωσις ἀμαυρώσεως μετὰ νεκροτομῆς,Case of amaurosis after autopsy,127,,"Medicine, Ophthalmology",False,Medicine,True,661,False,a clinical case of amaurosis (vision loss) examined with autopsy findings,none,none,original_research,"Medicine, Ophthalmology",claude-sonnet-5,2155,198
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Π. Κελαϊδίτου,P. Kelaiditou,P. Kelaiditou,,Δηλητηρίασις ἐκ φοινικοῦ ὄξεος,Poisoning from palm acid,128,,"Medicine, Toxicology, Chemistry, Science",False,"Medicine, Natural & Exact Science",True,662,False,a case or study of poisoning caused by palm (hydrocyanic/phoenic) acid,none,none,original_research,"Toxicology, Medicine",claude-sonnet-5,2148,200
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Δ. Μανουηλίδου.,D. Manouilidou.,D. Manouilidis,,Ἐντερικὴ ἀπόφραξις ἐξ ἑλμίνθων,Intestinal obstruction from helminths,129,,"Medicine, Zoology, Biology, Science",False,"Medicine, Natural & Exact Science",True,663,False,a case of intestinal obstruction caused by helminths (parasitic worms),contemporary,none,original_research,Medicine,claude-sonnet-5,2154,192
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΗ' (1904),VOLUME 28 (1904),§ Παράρτημα ΚΗ΄ τόμου. Βιολογικῆς Ἐπιτροπῆς ἐγασίαι τῶν ἐτῶν 1889-1902,§ Appendix of the 28th volume. Works of the Biological Committee of the years 1889-1902,Π. Παπανικολάου.,P. Papanikolaou.,P. Papanikolaou,,Περίπτωσις πολύποδος τῆς ρινὸς ὀγκωδεστάτου καὶ παραμορφωτικοῦ,Case of a very voluminous and deforming nasal polyp,132,,"Medicine, Science",False,"Medicine, Natural & Exact Science",True,664,False,a clinical case report of a large disfiguring nasal polyp,none,none,original_research,Medicine,claude-sonnet-5,2180,184
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Μ. Ψαλίδα.,M. Psalida.,M. Psalida,,Περὶ τῶν προόδων τῆς χειρουργικῆς θεραπείας.,On the progress of surgical treatment.,101,,"Medicine, History of Medicine",False,"History, Medicine",True,665,False,advances in surgical treatment methods,none,none,survey_or_overview,"Medicine, History of Medicine",claude-sonnet-5,2113,186
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Ἀλ. Εὐμορφοπούλου.,Al. Eumorfopoulou.,Al. Evmorfopoulou,,Ἡ ἐν Ἄθῳ ἱερὰ μονὴ Μεγίστη Λαύρα καὶ αἱ πρὸς αὐτὴν Αὐτοκρατορικαὶ δωρεαὶ καὶ προνομίαι.,The holy monastery of Great Lavra in Athos and the Imperial donations and privileges to it.,107,,"History, Religion, Byzantine Studies, Diplomatics",False,"Byzantine Studies, History, Religion",True,666,False,Imperial (Byzantine) donations and privileges granted to the Great Lavra monastery on Mount Athos,byzantine,Mount Athos,original_research,"Byzantine Studies, History, Diplomatics",claude-sonnet-5,2202,224
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Σ. Σιδερίδου.,S. Sideridou.,S. Sideridou,,Παρατηρήσεις καὶ προσθῆκαι εἰς τὴν ἱστορίαν τῆς ἐν Χάλκῃ ἱερᾶς μονῆς τῆς Θεοτόκου,Observations and additions to the history of the holy monastery of the Theotokos in Halki,121,,"History, Religion, Byzantine Studies, Ottoman Greek History",False,"Byzantine Studies, History, Religion",True,667,False,history and details of the monastery of the Theotokos in Halki,byzantine,Halki,original_research,"History, Byzantine Studies, Religion",claude-sonnet-5,2175,200
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Ι. Ἀσπριώτου.,I. Aspriotou.,I. Aspriotis,,Περὶ τῆς Ἑκάλης τοῦ Καλλιμάχου καὶ τῶν παπύρων τοῦ ἀρχιδουκὸς Ράϊνερ,On the Hecale of Callimachus and the papyri of Archduke Rainer,133,,"Philology, Literature, Classics, Paleography, Poetry",False,"Classics, Literature, Philology",True,668,False,Callimachus's poem Hecale as attested in the Archduke Rainer papyri,antiquity,none,original_research,"Classics, Philology",claude-sonnet-5,2165,199
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Ι. Καρολίδου.,I. Karolidou.,I. Karolidis,,Περὶ παθῶν κατ' Ἀριστοτέλη,On passions according to Aristotle,141,,"Philosophy, History of Philosophy, Classics, Ethics, Psychology",False,"Classics, History, Philosophy, Psychology",True,669,False,Aristotle's theory of the passions (emotions),antiquity,none,original_research,"Philosophy, History of Philosophy, Classics",claude-sonnet-5,2104,199
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Γ. Ἀποστολίδου.,G. Apostolidou.,G. Apostolidis,,Περὶ τῆς Ἀττικῆς συνηγορίας καὶ λογογραφίας,On Attic advocacy and logography,154,,"History, Law, Classics, Rhetoric",False,"Classics, History, Law & Political Science, Philology",True,670,False,Legal advocacy and speech-writing (logography) practices in ancient Athens,antiquity,Athens,original_research,"Classics, Law, Rhetoric, History",claude-sonnet-5,2117,209
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Π. Τσελλέντη,P. Tsellenti,P. Tsellenti,,Περὶ πατρικῆς ἐξουσίας,On paternal authority,191,,"Law, History",False,"History, Law & Political Science",True,671,False,the legal/moral concept of paternal authority within the family,none,none,original_research,"Law, Ethics",claude-sonnet-5,2096,185
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Γ. Ἀποστολίδου.,G. Apostolidou.,G. Apostolidis,,Δικονομία ἐκ τοῦ Ἀριστοτέλους,Procedure from Aristotle,199,,"Law, Philosophy, Classics, History of Philosophy",False,"Classics, History, Law & Political Science, Philosophy",True,672,False,Legal procedure as discussed in Aristotle's works,antiquity,none,original_research,"Law, Classics, Philosophy",claude-sonnet-5,2107,195
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Α. Χρηστίδου.,A. Christidou.,An. Christidis,,Ἰατρικὴ Ἀρχαιολογία,Medical Archaeology,205,,"Medicine, Archaeology, History of Medicine",False,"Archaeology, History, Medicine",True,673,False,the history and archaeology of ancient medicine,antiquity,none,survey_or_overview,"History of Medicine, Archaeology",claude-sonnet-5,2097,194
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Ι. Μηλιοπούλου,I. Miliopoulou,I. Miliopoulou,,Ἐξακρίβωσις ἀρχαίων βυζαντινῶν τοποθεσιῶν,Verification of ancient Byzantine locations,222,,"History, Geography, Byzantine Studies, Topography",False,"Byzantine Studies, Geography, History",True,674,False,identification and verification of Byzantine-era place names/locations,byzantine,Byzantine Empire,original_research,"Byzantine Studies, Topography, Toponymy, History",claude-sonnet-5,2124,211
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Δ. Παναγιωτίδου.,D. Panagiotidou.,D. A. Panagiotidou,,Περὶ τῆς ἐν Θεσπρωτίᾳ Πανδοσίας καὶ τῶν εἰς Μοναβὰρ ἀρχαιολογικῶν εὑρημάτων,On Pandosia in Thesprotia and the archaeological findings in Monavar,232,,"Archaeology, History, Classics, Geography, Topography",False,"Archaeology, Classics, Geography, History",True,675,False,Location of ancient Pandosia in Thesprotia and archaeological finds at Monavar,antiquity,Thesprotia,original_research,"Archaeology, Topography, Classics",claude-sonnet-5,2175,213
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Χρ. Χατζηχρήστου.,Chr. Chatzichristou.,Chr. Chatzichristou,,Μία Ὁμηρικὴ σελὶς,A Homeric page,236,,"Philology, Literature, Classics, Poetry",False,"Classics, Literature, Philology",True,676,False,a philological discussion of a passage or aspect of Homeric poetry,antiquity,none,original_research,"Classics, Philology, Literary Criticism",claude-sonnet-5,2098,202
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Σ. Σιδερίδου.,S. Sideridou.,S. Sideridou,,Περὶ τῶν ἐν Γαλατᾷ Ἁγιασμάτων,On the Holy Springs in Galata,241,,"History, Religion, Folklore, Ottoman Greek History, Topography",False,"Folklore, Geography, History, Religion, Sociology",True,677,False,holy springs (hagiasmata) located in the Galata district of Constantinople,ottoman,"Galata, Constantinople",survey_or_overview,"Folklore, Religion, Topography",claude-sonnet-5,2114,214
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Σ. Σιδερίδου.,S. Sideridou.,S. Sideridou,,Αἱ ἐν Κων)πόλει Κινστέρναι τοῦ Ἀετίου καὶ τοῦ Ἄσπαρος καὶ αἱ πέριξ Μοναὶ,The Cisterns of Aetius and Aspar in Constantinople and the surrounding Monasteries,249,,"History, Archaeology, Byzantine Studies, History of Architecture, Topography",False,"Archaeology, Architecture, Byzantine Studies, Geography, History",True,678,False,the cisterns of Aetius and Aspar in Constantinople and nearby monasteries,byzantine,Constantinople,original_research,"Byzantine Studies, Archaeology, Topography, History of Architecture",claude-sonnet-5,2177,224
image_0230_right.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Σ. Σιδερίδου.,S. Sideridou.,S. Sideridou,,Περὶ τῆς ἐν Κωνπόλει Μονῆς τῆς Παμμακαρίστου καὶ τῶν κτιτόρων αὐτῆς,On the Monastery of Pammakaristos in Constantinople and its founders,265,,"History, Religion, Byzantine Studies, Biography",False,"Byzantine Studies, History, Literature, Religion",True,679,False,the history of the Pammakaristos Monastery in Constantinople and its founders,byzantine,Constantinople,original_research,"Byzantine Studies, History, Archaeology, Architecture",claude-sonnet-5,2156,216
image_0231_left.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Ι. Μηλιοπούλου,I. Miliopoulou,I. Miliopoulou,,Ποῦ ἔκειντο αἱ Ρουφινιαναί,Where were the Rufinianae located,σ. 274,,"History, Geography, Topography, Byzantine Studies",False,"Byzantine Studies, Geography, History",True,680,False,the location of the Byzantine estate/palace of Rufinianae near Constantinople,byzantine,Rufinianae (near Chalcedon/Constantinople),original_research,"Topography, Byzantine Studies, History",claude-sonnet-5,2109,226
image_0231_left.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Ι. Μηλιοπούλου,I. Miliopoulou,I. Miliopoulou,,Τὸ Νηκιτιᾶτον,The Nikitiaton,σ. 283,,"History, Geography",False,"Geography, History",True,681,True,insufficient information,none,none,other,,claude-sonnet-5,2096,162
image_0231_left.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Δ. Παναγιωτίδου,D. Panagiotidou,D. A. Panagiotidou,,Ἡ Μονὴ τοῦ Ραγίου ἐν τῇ ἐπαρχίᾳ τῆς Παραμυθίας,The Monastery of Ragio in the province of Paramythia,σ. 288,,"History, Religion, Geography, Ottoman Greek History, Topography",False,"Geography, History, Religion",True,682,False,history of the Ragio monastery in the province of Paramythia,ottoman,Paramythia,original_research,"History, Byzantine Studies",claude-sonnet-5,2146,197
image_0231_left.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Μ. Παρανίκα,M. Paranika,M. Paranikas,,Ἐπιγραφαὶ καὶ νομίσματα Τραπεζοῦντος,Inscriptions and coins of Trebizond,σ. 296,,"Archaeology, Epigraphy, History, Numismatics",False,"Archaeology, History",True,683,False,Inscriptions and coins found in Trebizond,antiquity,Trebizond,original_research,"Epigraphy, Numismatics, Archaeology",claude-sonnet-5,2118,203
image_0231_left.png,Journal Article,ΤΟΜΟΣ ΚΘ' (1907),VOLUME 29 (1907),,,Ι. Μηλιοπούλου,I. Miliopoulou,I. Miliopoulou,,Σημειώσεις ἐκδρομῆς εἰς Χηλὰς,Notes from an excursion to Chelas,σ. 306,,"Geography, Travel",False,Geography,True,684,False,an excursion/trip to a place called Chelas,contemporary,Chelas,other,"Travel, Geography",claude-sonnet-5,2113,187
